WeldNumber,folder_4,WeldNumber,datetime_min,datetime_max,Wire Consumed,QualityFlag,WELD_TYPE,THICKNESS_MM,STEEL_TYPE,CURRENT_A,VOLTAGE_V,ROBOT_SPEED_CPM,Duration,Energy,AvgCurrent,AvgVoltage,StdCurrent,StdVoltage,DesignEnergy,WaitTime,WaitSameDayFlag,EnergyDelta,CurrentDelta,VoltDelta,CycleTime,EstSetupTime,WaitTimeCalc,WIP,DesignWaitTime,DesignSetupTime,DesignDuration,Weekday,StartTime,EndTime,ForecastStart,SimulationStart,ForecastEnd,SimulationEnd,Critical Path
1682,11-27-22-0215-01,1682,2022-11-27 04:33:25.005,2022-11-27 04:33:50.503,1770.82,1,0,3.0,1,175.0,18.0,30.0,25.498,73.83931561450001,165.54458874458876,17.443695652173915,37.84867446624613,4.210241805902975,78.75,37.336,1.0,-0.06235789695873,-0.0540309214594927,-0.0309057971014491,62.834,41.3638,-4.027799999999996,1.0,11.789751925602397,60,25.0,0,2022-10-04 15:21:16,2022-10-04 15:21:41.396620626,2022-11-27 04:33:25.005000000,2022-11-27 04:33:25.005000000,2022-11-27 04:33:50.503000000,2022-11-27 04:33:50.503000000,Non-Critical
1683,11-27-22-0216-01,1683,2022-11-27 04:35:30.823,2022-11-27 04:35:56.184,1775.9,1,0,3.0,1,175.0,18.0,30.0,25.361,73.1367471554,164.11061403508774,17.45605263157895,36.45105500633753,4.701248427018947,78.75,100.32,1.0,-0.0712794012012698,-0.0622250626566415,-0.0302192982456139,125.681,41.3638,58.9562,1.0,28.433540655253825,60,25.0,0,2022-10-04 15:23:09,2022-10-04 15:23:34.830161281,2022-11-27 04:35:30.823000000,2022-11-27 04:35:30.823000000,2022-11-27 04:35:56.184000000,2022-11-27 04:35:56.184000000,Non-Critical
1684,11-27-22-0217-01,1684,2022-11-27 04:36:56.475,2022-11-27 04:37:21.847,1770.49,1,0,3.0,1,175.0,18.0,30.0,25.372,74.1170247777,166.53331896551725,17.490431034482757,36.47078660996725,4.464288290788923,78.75,60.291,1.0,-0.0588314313942858,-0.0483810344827585,-0.0283093869731801,85.663,41.3638,18.9272,1.0,33.049949586032966,60,25.0,0,2022-10-04 15:25:07,2022-10-04 15:25:32.880110867,2022-11-27 04:36:56.475000000,2022-11-27 04:36:56.475000000,2022-11-27 04:37:21.847000000,2022-11-27 04:37:21.847000000,Non-Critical
1685,11-27-22-0218-01,1685,2022-11-27 04:38:16.344,2022-11-27 04:38:41.826,1727.71,1,0,3.0,1,175.0,18.0,30.0,25.482,72.2468606322,160.77547413793104,17.64,39.09480029574049,4.898880338549674,78.75,54.497,1.0,-0.082579547527619,-0.0812830049261083,-0.02,79.979,41.3638,13.133200000000002,1.0,23.94153612262982,60,25.0,0,2022-10-04 15:26:56,2022-10-04 15:27:21.821646989,2022-11-27 04:38:16.344000000,2022-11-27 04:38:16.344000000,2022-11-27 04:38:41.826000000,2022-11-27 04:38:41.826000000,Non-Critical
1686,11-27-22-0219-01,1686,2022-11-27 04:39:12.168,2022-11-27 04:39:37.576,1754.59,1,0,3.0,1,175.0,18.0,30.0,25.408,72.8943506601,163.35147826086956,17.684434782608697,34.72436728573639,4.428119691503194,78.75,30.342,1.0,-0.074357451935238,-0.0665629813664596,-0.0175314009661834,55.75,41.3638,-11.0218,1.0,81.05613013540705,60,25.0,0,2022-10-04 15:29:42,2022-10-04 15:30:07.877777124,2022-11-27 04:39:12.168000000,2022-11-27 04:39:12.168000000,2022-11-27 04:39:37.576000000,2022-11-27 04:39:37.576000000,Non-Critical
1687,11-27-22-0220-01,1687,2022-11-27 04:40:08.009,2022-11-27 04:40:33.406,1734.75,1,0,3.0,1,175.0,18.0,30.0,25.397,72.2219982806,159.65427947598255,18.169254385964912,36.20188233003004,5.950708458635183,78.75,30.433,1.0,-0.0828952599288888,-0.087689831565814,0.0094030214424951,55.83,41.3638,-10.930799999999998,1.0,10.19048956640278,60,25.0,0,2022-10-04 15:31:18,2022-10-04 15:31:43.068266690,2022-11-27 04:40:08.009000000,2022-11-27 04:40:08.009000000,2022-11-27 04:40:33.406000000,2022-11-27 04:40:33.406000000,Non-Critical
1688,11-27-22-0221-01,1688,2022-11-27 04:43:35.592,2022-11-27 04:44:01.028,1843.12,1,0,3.0,1,180.0,19.0,30.0,25.436,80.0437262475,161.04606986899566,20.337074235807854,39.49486887963624,7.5588374383832,85.5,182.186,1.0,-0.0638160672807016,-0.105299611838913,0.0703723282004136,207.622,41.3638,140.8222,1.0,212.89242791326,60,25.0,0,2022-10-04 15:36:15,2022-10-04 15:36:40.960694603,2022-11-27 04:43:35.592000000,2022-11-27 04:43:35.592000000,2022-11-27 04:44:01.028000000,2022-11-27 04:44:01.028000000,Non-Critical
1689,11-27-22-0222-01,1689,2022-11-27 04:44:38.696,2022-11-27 04:45:04.010,1861.64,1,0,3.0,1,180.0,19.0,30.0,25.314,79.8308981941,163.24155844155845,19.024112554112552,35.27674664821625,4.044851581666658,85.5,37.668,1.0,-0.0663052842795322,-0.093102453102453,0.0012690817953975,62.982,41.3638,-3.6957999999999984,1.0,11.269792455100788,60,25.0,0,2022-10-04 15:37:52,2022-10-04 15:38:17.230487058,2022-11-27 04:44:38.696000000,2022-11-27 04:44:38.696000000,2022-11-27 04:45:04.010000000,2022-11-27 04:45:04.010000000,Non-Critical
1690,11-27-22-0223-01,1690,2022-11-27 04:45:42.295,2022-11-27 04:46:07.707,1858.03,1,0,3.0,1,180.0,19.0,30.0,25.412,79.2558724558,160.09116883116883,19.714155844155844,37.2395499543403,4.632744050395679,85.5,38.285,1.0,-0.073030731511111,-0.1106046176046176,0.0375871496924127,63.697,41.3638,-3.078800000000001,1.0,19.475844688271692,60,25.0,0,2022-10-04 15:39:36,2022-10-04 15:40:01.706331746,2022-11-27 04:45:42.295000000,2022-11-27 04:45:42.295000000,2022-11-27 04:46:07.707000000,2022-11-27 04:46:07.707000000,Non-Critical
1691,11-27-22-0224-01,1691,2022-11-27 04:46:43.972,2022-11-27 04:47:09.252,1860.66,1,0,3.0,1,180.0,19.0,30.0,25.28,79.81846756200001,163.232,20.18726086956521,33.98050237759974,8.01034079882431,85.5,36.265,1.0,-0.0664506717894736,-0.0931555555555555,0.0624874141876428,61.545,41.3638,-5.098799999999997,1.0,28.28253558071548,60,25.0,0,2022-10-04 15:41:29,2022-10-04 15:41:54.988867326,2022-11-27 04:46:43.972000000,2022-11-27 04:46:43.972000000,2022-11-27 04:47:09.252000000,2022-11-27 04:47:09.252000000,Non-Critical
1692,11-27-22-0225-01,1692,2022-11-27 04:47:36.332,2022-11-27 04:48:01.652,1867.21,1,0,3.0,1,180.0,19.0,30.0,25.32,80.4124968593,164.95973913043477,19.783652173913044,36.613743105712736,7.1170010894554245,85.5,27.08,1.0,-0.0595029607099414,-0.0835570048309179,0.0412448512585812,52.4,41.3638,-14.2838,1.0,12.549868559715993,60,25.0,0,2022-10-04 15:43:07,2022-10-04 15:43:32.538735885,2022-11-27 04:47:36.332000000,2022-11-27 04:47:36.332000000,2022-11-27 04:48:01.652000000,2022-11-27 04:48:01.652000000,Non-Critical
1693,11-27-22-0226-01,1693,2022-11-27 04:48:33.684,2022-11-27 04:48:59.035,1857.21,1,0,3.0,1,180.0,19.0,30.0,25.351,80.0157096501,161.59008695652173,19.372043478260867,35.64746235070327,4.695415091362792,85.5,32.032,1.0,-0.064143746782456,-0.1022772946859903,0.0195812356979403,57.383,41.3638,-9.3318,1.0,11.443182692937889,60,25.0,0,2022-10-04 15:44:43,2022-10-04 15:45:08.981918577,2022-11-27 04:48:33.684000000,2022-11-27 04:48:33.684000000,2022-11-27 04:48:59.035000000,2022-11-27 04:48:59.035000000,Non-Critical
1694,11-27-22-0227-01,1694,2022-11-27 04:49:35.462,2022-11-27 04:50:00.767,1873.44,1,0,3.0,1,180.0,19.0,30.0,25.305,79.6761300875,165.265,18.883304347826087,35.04274423898799,3.916452191362728,85.5,36.427,1.0,-0.0681154375730994,-0.0818611111111111,-0.0061418764302059,61.732,41.3638,-4.936799999999998,1.0,13.795755949470522,60,25.0,0,2022-10-04 15:46:22,2022-10-04 15:46:47.777674526,2022-11-27 04:49:35.462000000,2022-11-27 04:49:35.462000000,2022-11-27 04:50:00.767000000,2022-11-27 04:50:00.767000000,Non-Critical
1695,11-27-22-0228-01,1695,2022-11-27 04:50:51.591,2022-11-27 04:51:17.036,1823.61,1,0,3.0,1,180.0,19.0,30.0,25.445,79.65386629220001,162.8338528138528,18.985670995670997,36.04268717187368,4.463949932999811,85.5,50.824,1.0,-0.068375832839766,-0.0953674843674843,-0.0007541581225792,76.269,41.3638,9.460200000000007,1.0,62.899947600545815,60,25.0,0,2022-10-04 15:48:50,2022-10-04 15:49:15.677622126,2022-11-27 04:50:51.591000000,2022-11-27 04:50:51.591000000,2022-11-27 04:51:17.036000000,2022-11-27 04:51:17.036000000,Non-Critical
1696,11-27-22-0229-01,1696,2022-11-27 04:52:18.599,2022-11-27 04:52:43.981,1862.46,1,0,3.0,1,180.0,19.0,30.0,25.382,78.5308216854,156.8019130434783,20.16,39.70513506977959,6.351103716760779,85.5,61.563,1.0,-0.0815108574807017,-0.1288782608695652,0.0610526315789474,86.94500000000001,41.3638,20.19920000000001,1.0,270.72149653141247,60,25.0,0,2022-10-04 15:54:46,2022-10-04 15:55:11.399118657,2022-11-27 04:52:18.599000000,2022-11-27 04:52:18.599000000,2022-11-27 04:52:43.981000000,2022-11-27 04:52:43.981000000,Non-Critical
1697,11-27-22-0230-01,1697,2022-11-27 04:53:37.392,2022-11-27 04:54:02.759,1844.1,1,0,3.0,1,180.0,19.0,30.0,25.367,79.6990069063,164.0565367965368,19.566969696969696,35.74292427572429,6.863271776127681,85.5,53.411,1.0,-0.0678478724409357,-0.0885747955747956,0.0298405103668262,78.778,41.3638,12.047200000000007,1.0,253.525880163877,60,25.0,0,2022-10-05 08:00:00,2022-10-05 08:00:25.000000000,2022-11-27 04:53:37.392000000,2022-11-27 04:53:37.392000000,2022-11-27 04:54:02.759000000,2022-11-27 04:54:02.759000000,Non-Critical
1698,11-27-22-0231-01,1698,2022-11-27 04:54:52.854,2022-11-27 04:55:18.190,1864.43,1,0,3.0,1,180.0,19.0,30.0,25.336,80.0758830725,165.7905603448276,18.85439655172414,36.06643144495769,4.273562903949592,85.5,50.095,1.0,-0.0634399640643273,-0.0789413314176243,-0.00766333938294,75.431,41.3638,8.731200000000001,1.0,13.91415217774914,60,25.0,0,2022-10-05 08:01:38,2022-10-05 08:02:03.914152177,2022-11-27 04:54:52.854000000,2022-11-27 04:54:52.854000000,2022-11-27 04:55:18.190000000,2022-11-27 04:55:18.190000000,Non-Critical
1699,11-27-22-0232-01,1699,2022-11-27 04:56:06.666,2022-11-27 04:56:31.985,1872.79,1,0,3.0,1,180.0,19.0,30.0,25.319,78.61595757490001,158.8461739130435,19.54530434782609,36.360892605398526,4.810412618229637,85.5,48.476,1.0,-0.0805151160830408,-0.1175212560386472,0.0287002288329518,73.795,41.3638,7.112200000000005,1.0,16.701427458678335,60,25.0,0,2022-10-05 08:03:20,2022-10-05 08:03:45.615579635,2022-11-27 04:56:06.666000000,2022-11-27 04:56:06.666000000,2022-11-27 04:56:31.985000000,2022-11-27 04:56:31.985000000,Non-Critical
1700,11-27-22-0233-01,1700,2022-11-27 04:57:34.029,2022-11-27 04:57:59.295,1827.38,1,0,3.0,1,180.0,19.0,30.0,25.266,81.61129748040001,167.79772925764192,19.372358078602623,36.19362191917425,6.0803715428654135,85.5,62.044,1.0,-0.0454819008140349,-0.0677903930131004,0.0195977936106643,87.31,41.3638,20.680200000000006,1.0,14.760732836674544,60,25.0,0,2022-10-05 08:05:00,2022-10-05 08:05:25.376312471,2022-11-27 04:57:34.029000000,2022-11-27 04:57:34.029000000,2022-11-27 04:57:59.295000000,2022-11-27 04:57:59.295000000,Non-Critical
1701,11-27-22-0234-01,1701,2022-11-27 04:58:53.054,2022-11-27 04:59:18.361,1852.79,1,0,3.0,1,180.0,19.0,30.0,25.307,80.238572026,164.9106896551724,18.92564655172414,36.62153305781999,4.048596091991883,85.5,53.759,1.0,-0.0615371692865497,-0.0838295019157088,-0.00391333938294,79.066,41.3638,12.395200000000006,1.0,189.8283216326037,60,25.0,0,2022-10-05 08:09:35,2022-10-05 08:10:00.204634103,2022-11-27 04:58:53.054000000,2022-11-27 04:58:53.054000000,2022-11-27 04:59:18.361000000,2022-11-27 04:59:18.361000000,Non-Critical
1702,11-27-22-0235-01,1702,2022-11-27 05:00:07.242,2022-11-27 05:00:32.574,1863.93,1,0,3.0,1,180.0,19.0,30.0,25.332,78.45148329050001,158.91829694323144,19.470526315789478,36.06112727241137,4.659798608286521,85.5,48.881,1.0,-0.0824387919239765,-0.1171205725376031,0.0247645429362881,74.213,41.3638,7.517199999999995,1.0,10.246803333939258,60,25.0,0,2022-10-05 08:11:10,2022-10-05 08:11:35.451437436,2022-11-27 05:00:07.242000000,2022-11-27 05:00:07.242000000,2022-11-27 05:00:32.574000000,2022-11-27 05:00:32.574000000,Non-Critical
1703,11-27-22-0236-01,1703,2022-11-27 05:01:29.573,2022-11-27 05:01:55.008,1870.98,1,0,3.0,1,180.0,19.0,30.0,25.435,79.2326521441,160.16034782608693,19.67895652173913,38.785147045222594,6.40003130094871,85.5,56.999,1.0,-0.0733023141040936,-0.1102202898550726,0.0357345537757438,82.434,41.3638,15.6352,1.0,1463.3100698209246,60,25.0,0,2022-10-05 08:36:58,2022-10-05 08:37:23.761507256,2022-11-27 05:01:29.573000000,2022-11-27 05:01:29.573000000,2022-11-27 05:01:55.008000000,2022-11-27 05:01:55.008000000,Non-Critical
1704,11-27-22-0237-01,1704,2022-11-27 05:02:59.565,2022-11-27 05:03:24.831,1874.92,1,0,3.0,1,180.0,19.0,30.0,25.266,80.26836565500001,164.1178165938865,19.672280701754385,35.49678911277881,6.065397275916232,85.5,64.557,1.0,-0.0611887057894735,-0.0882343522561861,0.035383194829178,89.82300000000001,41.3638,23.19320000000001,1.0,25.108644757208616,60,25.0,0,2022-10-05 08:38:48,2022-10-05 08:39:13.870152013,2022-11-27 05:02:59.565000000,2022-11-27 05:02:59.565000000,2022-11-27 05:03:24.831000000,2022-11-27 05:03:24.831000000,Non-Critical
1705,11-27-22-0238-01,1705,2022-11-27 05:04:14.532,2022-11-27 05:04:39.899,1864.75,1,0,3.0,1,180.0,19.0,30.0,25.367,80.3809970809,165.16065217391304,18.91613043478261,34.56467025307511,4.163027459053551,85.5,49.701,1.0,-0.0598713791707602,-0.0824408212560386,-0.0044141876430205,75.068,41.3638,8.3372,1.0,16.845962831941403,60,25.0,0,2022-10-05 08:40:30,2022-10-05 08:40:55.716114844,2022-11-27 05:04:14.532000000,2022-11-27 05:04:14.532000000,2022-11-27 05:04:39.899000000,2022-11-27 05:04:39.899000000,Non-Critical
1706,11-27-22-0239-01,1706,2022-11-27 05:05:28.003,2022-11-27 05:05:53.407,1876.89,1,0,3.0,1,180.0,19.0,30.0,25.404,80.1823150033,166.12311403508772,18.728947368421053,36.741404130554656,4.227039219251977,85.5,48.104,1.0,-0.0621951461602339,-0.0770938109161792,-0.0142659279778393,73.508,41.3638,6.740199999999998,1.0,144.22970639306877,60,25.0,0,2022-10-05 08:44:19,2022-10-05 08:44:44.945821237,2022-11-27 05:05:28.003000000,2022-11-27 05:05:28.003000000,2022-11-27 05:05:53.407000000,2022-11-27 05:05:53.407000000,Non-Critical
1707,11-27-22-0240-01,1707,2022-11-27 05:06:30.705,2022-11-27 05:06:56.055,1871.31,1,0,3.0,1,180.0,19.0,30.0,25.35,79.2022646379,164.00047826086956,18.81795652173913,36.378014033347725,4.305581195427139,85.5,37.298,1.0,-0.0736577235333333,-0.0888862318840579,-0.0095812356979404,62.648,41.3638,-4.065799999999996,1.0,852.5563093626434,60,25.0,0,2022-10-05 08:59:57,2022-10-05 09:00:22.502130599,2022-11-27 05:06:30.705000000,2022-11-27 05:06:30.705000000,2022-11-27 05:06:56.055000000,2022-11-27 05:06:56.055000000,Non-Critical
1708,11-27-22-0241-01,1708,2022-11-27 05:10:58.568,2022-11-27 05:11:24.097,1777.87,1,0,3.0,1,175.0,19.0,30.0,25.529,78.0290789438,159.16491379310347,19.284008620689654,37.20730829378456,5.951687807462778,83.125,242.513,1.0,-0.0613043134580451,-0.0904862068965516,0.0149478221415608,268.04200000000003,41.3638,201.14920000000004,1.0,145.34751157045537,60,25.0,0,2022-10-05 09:03:47,2022-10-05 09:04:12.849642169,2022-11-27 05:10:58.568000000,2022-11-27 05:10:58.568000000,2022-11-27 05:11:24.097000000,2022-11-27 05:11:24.097000000,Non-Critical
1709,11-27-22-0242-01,1709,2022-11-27 05:12:10.441,2022-11-27 05:12:35.737,1783.93,1,0,3.0,1,175.0,19.0,30.0,25.296,77.0094799678,156.66589519650654,20.610655021834063,34.83550706355417,8.888223137049208,83.125,46.344,1.0,-0.0735701658009022,-0.1047663131628198,0.0847713169386348,71.64,41.3638,4.980200000000004,1.0,898.711634181063,60,25.0,0,2022-10-05 09:20:11,2022-10-05 09:20:36.561276350,2022-11-27 05:12:10.441000000,2022-11-27 05:12:10.441000000,2022-11-27 05:12:35.737000000,2022-11-27 05:12:35.737000000,Non-Critical
1710,11-27-22-0243-01,1710,2022-11-27 05:13:20.487,2022-11-27 05:13:45.689,1790.82,1,0,3.0,1,175.0,19.0,30.0,25.202,77.262812669,157.28043859649125,19.205219298245613,32.56689776080511,3.699199156714277,83.125,44.75,1.0,-0.0705225543578947,-0.1012546365914786,0.0108010156971374,69.952,41.3638,3.3861999999999988,1.0,87.94869580051736,60,25.0,0,2022-10-05 09:23:04,2022-10-05 09:23:29.509972150,2022-11-27 05:13:20.487000000,2022-11-27 05:13:20.487000000,2022-11-27 05:13:45.689000000,2022-11-27 05:13:45.689000000,Non-Critical
1711,11-27-22-0244-01,1711,2022-11-27 05:14:31.388,2022-11-27 05:14:56.739,1808.53,1,0,3.0,1,175.0,19.0,30.0,25.351,77.2090841377,156.41929824561402,19.89267543859649,34.73025671750734,6.96825617583634,83.125,45.699,1.0,-0.0711689126291729,-0.1061754385964913,0.046982917820868,71.05,41.3638,4.3352,1.0,1430.1848314609301,60,25.0,0,2022-10-05 09:48:19,2022-10-05 09:48:44.694803610,2022-11-27 05:14:31.388000000,2022-11-27 05:14:31.388000000,2022-11-27 05:14:56.739000000,2022-11-27 05:14:56.739000000,Non-Critical
1712,11-27-22-0245-01,1712,2022-11-27 05:15:26.985,2022-11-27 05:15:52.398,1787.21,1,0,3.0,1,175.0,19.0,30.0,25.413,76.68424005450001,153.94593886462883,19.976593886462883,34.92756756458574,7.123232727340666,83.125,30.246,1.0,-0.0774828264120299,-0.1203089207735496,0.0513996782348886,55.659,41.3638,-11.1178,1.0,1489.8175799036323,60,25.0,0,2022-10-05 10:14:34,2022-10-05 10:14:59.512383513,2022-11-27 05:15:26.985000000,2022-11-27 05:15:26.985000000,2022-11-27 05:15:52.398000000,2022-11-27 05:15:52.398000000,Non-Critical
1713,11-27-22-0246-01,1713,2022-11-27 05:16:21.058,2022-11-27 05:16:46.440,1779.34,1,0,3.0,1,175.0,19.0,30.0,25.382,76.9684053337,154.14069565217392,20.28295652173913,34.171496784996926,7.010567254476803,83.125,28.66,1.0,-0.0740642967374435,-0.1191960248447204,0.0675240274599542,54.042,41.3638,-12.703799999999998,1.0,51.945921624480796,60,25.0,0,2022-10-05 10:16:51,2022-10-05 10:17:16.458305137,2022-11-27 05:16:21.058000000,2022-11-27 05:16:21.058000000,2022-11-27 05:16:46.440000000,2022-11-27 05:16:46.440000000,Non-Critical
1714,11-27-22-0247-01,1714,2022-11-27 05:17:15.347,2022-11-27 05:17:40.752,1798.2,1,0,3.0,1,175.0,19.0,30.0,25.405,77.4104390821,157.12558441558443,19.603896103896105,36.83868688922274,5.963493538955052,83.125,28.907,1.0,-0.0687465975085714,-0.1021395176252318,0.0317840054682161,54.312,41.3638,-12.4568,1.0,2484.7523342014088,60,25.0,0,2022-10-05 10:59:41,2022-10-05 11:00:06.210639338,2022-11-27 05:17:15.347000000,2022-11-27 05:17:15.347000000,2022-11-27 05:17:40.752000000,2022-11-27 05:17:40.752000000,Non-Critical
1715,11-27-22-0248-01,1715,2022-11-27 05:18:12.118,2022-11-27 05:18:37.522,1786.56,1,0,3.0,1,175.0,19.0,30.0,25.404,76.96421942900001,155.7884716157205,19.49401746724891,33.53782037432984,4.637225285725371,83.125,31.366,1.0,-0.0741146534857141,-0.1097801621958828,0.0260009193288899,56.77,41.3638,-9.997800000000002,1.0,94.4824912271388,60,25.0,0,2022-10-05 11:02:40,2022-10-05 11:03:05.693130565,2022-11-27 05:18:12.118000000,2022-11-27 05:18:12.118000000,2022-11-27 05:18:37.522000000,2022-11-27 05:18:37.522000000,Non-Critical
1716,11-27-22-0249-01,1716,2022-11-27 05:19:08.040,2022-11-27 05:19:33.353,1795.9,1,0,3.0,1,175.0,19.0,30.0,25.313,78.3634604038,160.9265065502183,19.039257641921395,35.01662368409481,4.330836480626577,83.125,30.518,1.0,-0.0572816793527819,-0.0804199625701809,0.0020661916800734,55.831,41.3638,-10.845799999999992,1.0,78.73558444773461,60,25.0,0,2022-10-05 11:05:24,2022-10-05 11:05:49.428715012,2022-11-27 05:19:08.040000000,2022-11-27 05:19:08.040000000,2022-11-27 05:19:33.353000000,2022-11-27 05:19:33.353000000,Non-Critical
1717,11-27-22-0250-01,1717,2022-11-27 05:20:16.320,2022-11-27 05:20:41.703,1802.62,1,0,3.0,1,175.0,19.0,30.0,25.383,77.5115262855,158.30194805194805,19.03909090909091,35.24620362062922,4.081564762329627,83.125,42.967,1.0,-0.0675305108511278,-0.0954174397031539,0.0020574162679425,68.35,41.3638,1.6031999999999975,1.0,14.749763243422905,60,25.0,0,2022-10-05 11:07:04,2022-10-05 11:07:29.178478255,2022-11-27 05:20:16.320000000,2022-11-27 05:20:16.320000000,2022-11-27 05:20:41.703000000,2022-11-27 05:20:41.703000000,Non-Critical
1718,11-27-22-0251-01,1718,2022-11-27 05:21:08.757,2022-11-27 05:21:34.023,1785.74,1,0,3.0,1,175.0,19.0,30.0,25.266,79.48581959010001,164.8059210526316,19.07433628318584,34.46573446848175,3.7956366471940015,83.125,27.054,1.0,-0.0437796139536841,-0.058251879699248,0.0039124359571494,52.31999999999999,41.3638,-14.309800000000005,1.0,35.39958879357049,60,25.0,0,2022-10-05 11:09:04,2022-10-05 11:09:29.578067048,2022-11-27 05:21:08.757000000,2022-11-27 05:21:08.757000000,2022-11-27 05:21:34.023000000,2022-11-27 05:21:34.023000000,Non-Critical
1719,11-27-22-0252-01,1719,2022-11-27 05:22:14.701,2022-11-27 05:22:40.020,1794.1,1,0,3.0,1,175.0,19.0,30.0,25.319,77.9160977219,160.40634782608694,19.147641921397383,35.85035796914788,4.249819669361812,83.125,40.678,1.0,-0.0626634860523308,-0.083392298136646,0.0077706274419675,65.997,41.3638,-0.6857999999999969,1.0,438.63008596686956,60,25.0,0,2022-10-05 11:17:48,2022-10-05 11:18:13.208153014,2022-11-27 05:22:14.701000000,2022-11-27 05:22:14.701000000,2022-11-27 05:22:40.020000000,2022-11-27 05:22:40.020000000,Non-Critical
1720,11-27-22-0253-01,1720,2022-11-27 05:23:37.804,2022-11-27 05:24:03.185,1797.71,1,0,3.0,1,175.0,19.0,30.0,25.381,76.600070777,157.89649350649353,18.894112554112557,37.44655007385398,4.277733345894859,83.125,57.784,1.0,-0.0784953891488722,-0.097734322820037,-0.0055730234677603,83.16499999999999,41.3638,16.420199999999994,1.0,11.684528477275924,60,25.0,0,2022-10-05 11:19:24,2022-10-05 11:19:49.892681491,2022-11-27 05:23:37.804000000,2022-11-27 05:23:37.804000000,2022-11-27 05:24:03.185000000,2022-11-27 05:24:03.185000000,Non-Critical
1721,11-27-22-0254-01,1721,2022-11-27 05:24:37.256,2022-11-27 05:25:02.707,1772.13,1,0,3.0,1,175.0,19.0,30.0,25.451,78.0097065181,156.56714285714287,20.44969696969697,39.08129919262984,7.6649101865999025,83.125,34.071,1.0,-0.0615373651957894,-0.1053306122448979,0.0762998405103667,59.522,41.3638,-7.2928,1.0,315.36373038452064,60,25.0,0,2022-10-05 11:26:05,2022-10-05 11:26:30.256411875,2022-11-27 05:24:37.256000000,2022-11-27 05:24:37.256000000,2022-11-27 05:25:02.707000000,2022-11-27 05:25:02.707000000,Non-Critical
1722,11-27-22-0255-01,1722,2022-11-27 05:25:37.398,2022-11-27 05:26:02.880,1798.53,1,0,3.0,1,175.0,19.0,30.0,25.482,77.3579862697,155.31310344827585,19.489350649350648,36.8653902007821,4.4463428071977456,83.125,34.691,1.0,-0.0693776087855638,-0.1124965517241379,0.0257552973342445,60.173,41.3638,-6.672799999999995,1.0,147.52865162638335,60,25.0,0,2022-10-05 11:29:57,2022-10-05 11:30:22.785063501,2022-11-27 05:25:37.398000000,2022-11-27 05:25:37.398000000,2022-11-27 05:26:02.880000000,2022-11-27 05:26:02.880000000,Non-Critical
1723,11-27-22-0256-01,1723,2022-11-27 05:26:29.566,2022-11-27 05:26:54.879,1770.16,1,0,3.0,1,175.0,19.0,30.0,25.313,75.90212616080001,154.70213973799127,19.64502202643172,37.64244410863375,4.896329162691599,83.125,26.686,1.0,-0.0868917153587969,-0.1159877729257641,0.0339485277069324,51.999,41.3638,-14.6778,1.0,123.92470560825441,60,25.0,0,2022-10-05 11:33:26,2022-10-05 11:33:51.709769109,2022-11-27 05:26:29.566000000,2022-11-27 05:26:29.566000000,2022-11-27 05:26:54.879000000,2022-11-27 05:26:54.879000000,Non-Critical
1724,11-27-22-0257-01,1724,2022-11-27 05:27:19.096,2022-11-27 05:27:44.399,1786.89,1,0,3.0,1,175.0,19.0,30.0,25.303,77.5835740716,158.80407894736842,19.51343612334802,34.19837544809539,5.701600660140611,83.125,24.217,1.0,-0.066663770567218,-0.0925481203007518,0.027022953860422,49.52,41.3638,-17.146800000000002,1.0,10.157677366492285,60,25.0,0,2022-10-05 11:35:01,2022-10-05 11:35:26.867446475,2022-11-27 05:27:19.096000000,2022-11-27 05:27:19.096000000,2022-11-27 05:27:44.399000000,2022-11-27 05:27:44.399000000,Non-Critical
1725,11-27-22-0258-01,1725,2022-11-27 05:28:11.091,2022-11-27 05:28:36.511,1812.3,1,0,3.0,1,175.0,19.0,30.0,25.42,77.20584242940001,156.72939130434784,19.151304347826088,34.82596122397374,4.2786605710798975,83.125,26.692,1.0,-0.0712079106237593,-0.1044034782608694,0.0079633867276889,52.112,41.3638,-14.671799999999998,1.0,51.5295932291664,60,25.0,0,2022-10-05 11:37:18,2022-10-05 11:37:43.397039704,2022-11-27 05:28:11.091000000,2022-11-27 05:28:11.091000000,2022-11-27 05:28:36.511000000,2022-11-27 05:28:36.511000000,Non-Critical
1726,11-27-22-0259-01,1726,2022-11-27 05:29:05.757,2022-11-27 05:29:31.139,1809.18,1,0,3.0,1,175.0,19.0,30.0,25.382,78.1909629974,157.311645021645,19.73809523809524,34.74318271414158,5.920686050841525,83.125,29.246,1.0,-0.0593568361215036,-0.1010763141620285,0.0388471177944862,54.628,41.3638,-12.1178,1.0,314.26195376502307,60,25.0,0,2022-10-05 11:43:57,2022-10-05 11:44:22.658993469,2022-11-27 05:29:05.757000000,2022-11-27 05:29:05.757000000,2022-11-27 05:29:31.139000000,2022-11-27 05:29:31.139000000,Non-Critical
