folder_4,WeldNumber,datetime_min,datetime_max,Wire Consumed,QualityFlag,WELD_TYPE,THICKNESS_MM,STEEL_TYPE,CURRENT_A,VOLTAGE_V,ROBOT_SPEED_CPM,Duration,Energy,AvgCurrent,AvgVoltage,StdCurrent,StdVoltage,DesignEnergy,WaitTime,WaitSameDayFlag,EnergyDelta,CurrentDelta,VoltDelta,CycleTime,EstSetupTime,WaitTimeCalc,WIP
12-07-22-0193-07,2100,2022-12-07 06:14:47.305,2022-12-07 06:15:10.701,1224.43,1,0,7.0,1,135.0,15.5,35.0,23.396,42.209838921300005,123.32215962441315,15.386901408450704,29.121118188684065,7.704499406720617,44.839285714285715,44.693,1,-0.058641585188052514,-0.0865025213006434,-0.007296683325761055,68.089,41.3638,3.3292,1
12-07-22-0194-07,2101,2022-12-07 06:16:37.337,2022-12-07 06:17:00.826,1223.93,1,0,7.0,1,135.0,15.5,35.0,23.489,42.2575715164,121.09953051643193,15.764037558685445,31.633836952614264,8.063287910220678,44.839285714285715,86.636,1,-0.057577058973158124,-0.10296644061902271,0.01703468120551266,110.125,41.3638,45.2722,1
12-07-22-0195-07,2102,2022-12-07 06:19:13.133,2022-12-07 06:19:36.623,1231.97,1,0,7.0,1,135.0,15.5,35.0,23.49,41.5174637701,119.7481220657277,14.837276995305166,30.78901856800985,4.557963909806701,44.839285714285715,132.307,1,-0.07408284702285939,-0.11297687358720221,-0.0427563228835377,155.797,41.3638,90.9432,1
12-07-22-0196-07,2103,2022-12-07 06:23:54.015,2022-12-07 06:24:17.326,1220.66,1,0,7.0,1,135.0,15.5,35.0,23.311,42.8966305542,127.32712264150943,16.375876777251186,29.089314608340146,10.821611690720749,44.839285714285715,257.392,1,-0.043324846262365546,-0.05683612858141163,0.056508179177495954,280.703,41.3638,216.02819999999997,1
12-07-22-0197-07,2104,2022-12-07 06:25:06.689,2022-12-07 06:25:30.147,1227.71,1,0,7.0,1,135.0,15.5,35.0,23.458,42.995420526800004,125.94061320754717,14.9575,30.505345023088065,6.4052366664749,44.839285714285715,49.363,1,-0.04112164496184778,-0.06710656883298394,-0.03500000000000003,72.821,41.3638,7.999200000000002,1
12-07-22-0198-07,2105,2022-12-07 06:26:21.600,2022-12-07 06:26:45.012,1225.9,1,0,7.0,1,135.0,15.5,35.0,23.412,43.4079648359,126.72386792452829,14.758915094339622,29.577606989160277,4.948063937753164,44.839285714285715,51.453,1,-0.031921134683233765,-0.06130468204053119,-0.04781192939744372,74.86500000000001,41.3638,10.089200000000012,1
12-07-22-0199-07,2106,2022-12-07 06:27:24.982,2022-12-07 06:27:48.408,1223.93,1,0,7.0,1,135.0,15.5,35.0,23.426,43.4615234854,128.09075471698114,14.77745283018868,30.493887296651394,6.179298194989349,44.839285714285715,39.97,1,-0.03072667655021899,-0.05117959468902866,-0.046615946439440004,63.396,41.3638,-1.3937999999999953,1
12-07-22-0200-07,2107,2022-12-07 06:28:32.586,2022-12-07 06:28:55.942,1229.02,1,0,7.0,1,135.0,15.5,35.0,23.356,43.1985989996,128.43759433962265,14.806320754716982,29.850417644010655,6.086075759679054,44.839285714285715,44.178,1,-0.03659038471620868,-0.048610412299091466,-0.044753499695678545,67.53399999999999,41.3638,2.8141999999999925,1
12-07-22-0201-07,2108,2022-12-07 06:33:24.962,2022-12-07 06:33:48.451,1343.77,1,0,7.0,1,145.0,16.0,35.0,23.489,54.0402338422,133.64281690140845,17.831549295774646,31.332251883089643,7.4875768143388335,49.71428571428571,269.02,1,0.08701619797528748,-0.07832540067994176,0.1144718309859154,292.50899999999996,41.3638,227.65619999999996,1
12-07-22-0202-07,2109,2022-12-07 06:34:33.672,2022-12-07 06:34:57.083,1334.75,1,0,7.0,1,145.0,16.0,35.0,23.411,54.032699860700006,133.11737089201878,17.194037558685444,30.753213739694544,4.33106784933737,49.71428571428571,45.221,1,0.08686465237040264,-0.08194916626193938,0.07462734741784027,68.632,41.3638,3.857200000000006,1
12-07-22-0203-07,2110,2022-12-07 06:35:34.540,2022-12-07 06:35:57.958,1318.03,1,0,7.0,1,145.0,16.0,35.0,23.418,53.6554508214,129.83892018779343,17.999056603773585,30.664309938708637,6.308292447893899,49.71428571428571,37.457,1,0.07927630962586218,-0.10455917111866597,0.12494103773584908,60.875,41.3638,-3.906799999999997,1
12-07-22-0204-07,2111,2022-12-07 06:37:59.196,2022-12-07 06:38:22.517,1308.2,1,0,7.0,1,145.0,16.0,35.0,23.321,47.6881660863,133.1649765258216,16.04127358490566,29.3925955511006,7.417989008453431,49.71428571428571,121.238,1,-0.04075527987327576,-0.08162085154605792,0.002579599056603765,144.559,41.3638,79.8742,1
12-07-22-0205-07,2112,2022-12-07 06:39:29.527,2022-12-07 06:39:52.800,1340.33,1,0,7.0,1,145.0,16.0,35.0,23.273,48.9511132227,138.2732380952381,15.81732057416268,30.28471460566976,7.5293696422235845,49.71428571428571,67.01,1,-0.015351170807758496,-0.046391461412151,-0.011417464114832465,90.283,41.3638,25.646200000000004,1
12-07-22-0206-07,2113,2022-12-07 06:40:39.258,2022-12-07 06:41:02.600,1345.41,1,0,7.0,1,145.0,16.0,35.0,23.342,49.2248039773,138.6005213270142,15.122180094786732,30.57817103772948,4.293604433815263,49.71428571428571,46.458,1,-0.00984589700833327,-0.04413433567576408,-0.05486374407582928,69.8,41.3638,5.094200000000001,1
12-07-22-0207-07,2114,2022-12-07 06:42:09.889,2022-12-07 06:42:33.301,1338.2,1,0,7.0,1,145.0,16.0,35.0,23.412,48.115329665400004,132.6447641509434,16.14122641509434,30.650800279340455,7.595581991352329,49.71428571428571,67.289,1,-0.03216290902931018,-0.08520852309694216,0.008826650943396297,90.701,41.3638,25.925199999999997,1
12-07-22-0208-07,2115,2022-12-07 06:43:39.921,2022-12-07 06:44:03.502,1339.51,1,0,7.0,1,145.0,16.0,35.0,23.581,45.9063793441,126.62338028169013,15.386713615023474,31.384449081992422,4.432123356881624,49.71428571428571,66.62,1,-0.07659581779109181,-0.12673530840213698,-0.03833039906103286,90.20100000000001,41.3638,25.25620000000001,1
12-07-22-0209-07,2116,2022-12-07 06:44:54.278,2022-12-07 06:45:17.706,1335.74,1,0,7.0,1,145.0,16.0,35.0,23.428,47.217588162800006,132.7197663551402,15.92225352112676,30.16168624010539,7.527640362423663,49.71428571428571,50.776,1,-0.05022092775976994,-0.08469126651627457,-0.004859154929577447,74.20400000000001,41.3638,9.41220000000001,1
12-07-22-0210-07,2117,2022-12-07 06:46:04.694,2022-12-07 06:46:28.005,1345.25,1,0,7.0,1,145.0,16.0,35.0,23.311,46.9678300207,133.40490566037735,15.242047619047618,29.743725890494595,3.9468156988135394,49.71428571428571,46.988,1,-0.055244798434195275,-0.07996616785946653,-0.04737202380952388,70.299,41.3638,5.624200000000009,1
12-07-22-0211-07,2118,2022-12-07 06:47:24.298,2022-12-07 06:47:47.678,1339.02,1,0,7.0,1,145.0,16.0,35.0,23.38,46.496842487900004,130.2108962264151,15.215660377358489,29.266612532809088,4.4334930584445145,49.71428571428571,56.293,1,-0.06471868558821825,-0.10199381912817185,-0.04902122641509443,79.673,41.3638,14.929200000000005,1
12-07-22-0212-07,2119,2022-12-07 06:48:41.107,2022-12-07 06:49:04.449,1346.89,1,0,7.0,1,145.0,16.0,35.0,23.342,47.7965892435,136.81801886792454,15.593584905660379,30.287264819962267,7.49824778124632,49.71428571428571,53.429,1,-0.03857435429741363,-0.05642745608327904,-0.02540094339622634,76.771,41.3638,12.065200000000004,1
12-07-22-0213-07,2120,2022-12-07 06:49:54.602,2022-12-07 06:50:17.961,1336.72,1,0,7.0,1,145.0,16.0,35.0,23.359,48.0547585084,137.17971830985914,14.95018779342723,30.480953268958427,4.318927186239535,49.71428571428571,50.153,1,-0.03338129437126425,-0.05393297717338519,-0.06561326291079816,73.512,41.3638,8.789200000000001,1
12-07-22-0214-07,2121,2022-12-07 06:51:11.431,2022-12-07 06:51:34.889,1338.03,1,0,7.0,1,145.0,16.0,35.0,23.458,48.4423686331,138.3542857142857,15.275528846153845,31.08156977423913,5.725755753262955,49.71428571428571,53.47,1,-0.025584538989367633,-0.04583251231527097,-0.045279447115384674,76.928,41.3638,12.106200000000001,1
12-07-22-0215-07,2122,2022-12-07 06:52:14.778,2022-12-07 06:52:38.090,1341.31,1,0,7.0,1,145.0,16.0,35.0,23.312,48.1005397849,138.8534123222749,14.976190476190476,31.32112702034235,3.9731371623584355,49.71428571428571,39.889,1,-0.03246040662557459,-0.04239025984638001,-0.06398809523809523,63.20100000000001,41.3638,-1.4747999999999912,1
12-07-22-0216-07,2123,2022-12-07 06:53:51.844,2022-12-07 06:54:15.656,1338.36,1,0,7.0,1,145.0,16.0,35.0,23.812,47.3730252399,132.06651162790698,15.940420560747663,34.1403475695096,7.004207743448083,49.71428571428571,73.754,1,-0.0470943198870688,-0.08919647153167598,-0.0037237149532710623,97.566,41.3638,32.39020000000001,1
12-07-22-0217-07,2124,2022-12-07 06:55:06.066,2022-12-07 06:55:29.393,1338.53,1,0,7.0,1,145.0,16.0,35.0,23.327,46.8698991607,131.36028301886793,15.253018867924528,30.510133580572113,4.45160478434917,49.71428571428571,50.41,1,-0.05721467205488495,-0.09406701366297976,-0.046686320754717014,73.737,41.3638,9.046199999999995,1
12-07-22-0218-07,2125,2022-12-07 06:56:16.237,2022-12-07 06:56:39.679,1304.26,1,0,7.0,1,145.0,16.0,35.0,23.442,45.9742508919,127.70570754716981,16.874170616113744,29.324097089477757,9.75194147455431,49.71428571428571,46.844,1,-0.07523058550775852,-0.11927098243331169,0.05463566350710902,70.286,41.3638,5.4802000000000035,1
12-07-22-0219-07,2126,2022-12-07 06:57:40.544,2022-12-07 06:58:03.832,1330.98,1,0,7.0,1,145.0,16.0,35.0,23.288,47.7740147797,136.29037914691943,14.86781990521327,29.54469627447201,3.928012460675367,49.71428571428571,60.865,1,-0.039028438339367644,-0.060066350710900496,-0.0707612559241706,84.153,41.3638,19.501200000000008,1
12-07-22-0220-07,2127,2022-12-07 06:58:48.011,2022-12-07 06:59:11.453,1340.66,1,0,7.0,1,145.0,16.0,35.0,23.442,47.462634331400004,134.81677570093458,14.95443925233645,30.54898597359956,4.214155378320834,49.71428571428571,44.179,1,-0.04529183816149407,-0.07022913309700285,-0.06534754672897192,67.62100000000001,41.3638,2.8152000000000115,1
12-07-22-0221-07,2128,2022-12-07 07:03:02.246,2022-12-07 07:03:25.888,1259.84,1,0,7.0,1,135.0,16.0,35.0,23.642,44.767436654,123.84677570093457,15.65266355140187,32.70197849574714,5.650043658386187,46.285714285714285,230.793,1,-0.03280229451234562,-0.08261647628937352,-0.0217085280373831,254.435,41.3638,189.4292,1
12-07-22-0222-07,2129,2022-12-07 07:07:05.049,2022-12-07 07:07:28.522,1272.95,1,0,7.0,1,135.0,16.0,35.0,23.473,44.5917480922,123.86281690140845,16.23530805687204,32.217991495279485,7.5209092202929275,46.285714285714285,219.161,1,-0.03659803504506176,-0.08249765258215958,0.01470675355450246,242.63400000000001,41.3638,177.79720000000003,1
12-07-22-0223-07,2130,2022-12-07 07:08:18.737,2022-12-07 07:08:42.195,1248.36,1,0,7.0,1,135.0,16.0,35.0,23.458,44.4889611825,124.95066037735849,15.593679245283019,31.643128234906623,6.294861565880194,46.285714285714285,50.215,1,-0.03881873988425921,-0.07443955276030745,-0.025395047169811336,73.673,41.3638,8.851200000000006,1
12-07-22-0224-07,2131,2022-12-07 07:09:26.085,2022-12-07 07:09:49.665,1255.57,1,0,7.0,1,135.0,16.0,35.0,23.58,44.7419742156,123.63845794392523,15.418831775700935,31.678305722993517,4.870894687916131,46.285714285714285,43.89,1,-0.03335240892222213,-0.08415957078573899,-0.036323014018691535,67.47,41.3638,2.526200000000003,1
12-07-22-0225-07,2132,2022-12-07 07:10:34.754,2022-12-07 07:10:58.257,1231.97,1,0,7.0,1,135.0,16.0,35.0,23.503,44.443989814000005,123.19093896713616,16.241462264150943,31.13109423646181,7.733184615483291,46.285714285714285,45.089,1,-0.03979034352469124,-0.0874745261693618,0.015091391509433949,68.592,41.3638,3.725200000000001,1
12-07-22-0226-07,2133,2022-12-07 07:11:46.855,2022-12-07 07:12:10.313,1261.48,1,0,7.0,1,135.0,16.0,35.0,23.458,44.0940686251,122.01682242990654,15.941173708920187,30.12515052378988,6.505748911457321,46.285714285714285,48.598,1,-0.04735036921080249,-0.09617168570439605,-0.0036766431924882825,72.056,41.3638,7.234200000000001,1
12-07-22-0227-07,2134,2022-12-07 07:13:13.976,2022-12-07 07:13:37.518,1251.48,1,0,7.0,1,135.0,16.0,35.0,23.542,44.110960587600005,121.83286384976526,15.492676056338029,30.35711830615708,4.768385656299941,46.285714285714285,63.663,1,-0.0469854194037036,-0.09753434185359067,-0.0317077464788732,87.205,41.3638,22.2992,1
12-07-22-0228-07,2135,2022-12-07 07:14:16.309,2022-12-07 07:14:39.788,1267.87,1,0,7.0,1,135.0,16.0,35.0,23.479,44.941726386300004,124.89633802816901,16.55018779342723,30.538747359711575,9.026401054811554,46.285714285714285,38.791,1,-0.029036775604629472,-0.07484194053208137,0.034386737089201924,62.269999999999996,41.3638,-2.572800000000001,1
12-07-22-0229-07,2136,2022-12-07 07:15:31.401,2022-12-07 07:15:54.958,1231.15,1,0,7.0,1,135.0,16.0,35.0,23.557,46.3457472671,128.5408056872038,16.505857142857142,29.95713098690901,8.924646025364751,46.285714285714285,51.613,1,0.0012970088570989358,-0.04784588379849042,0.03161607142857137,75.17,41.3638,10.249200000000005,1
12-07-22-0230-07,2137,2022-12-07 07:16:39.160,2022-12-07 07:17:02.622,1265.41,1,0,7.0,1,135.0,16.0,35.0,23.462,46.4197795955,130.20361502347419,15.588028169014084,30.87440804691356,6.508885715954282,46.285714285714285,44.202,1,0.0028964727422839953,-0.035528777603894945,-0.025748239436619746,67.664,41.3638,2.838200000000004,1
12-07-22-0231-07,2138,2022-12-07 07:17:59.300,2022-12-07 07:18:22.912,1257.71,1,0,7.0,1,135.0,16.0,35.0,23.612,45.2978989315,124.66607476635514,16.080233644859813,30.588408457094438,7.6251914124570765,46.285714285714285,56.678,1,-0.021341689751543158,-0.07654759432329528,0.005014602803738333,80.28999999999999,41.3638,15.314199999999996,1
12-07-22-0232-07,2139,2022-12-07 07:19:07.494,2022-12-07 07:19:30.881,1241.15,1,0,7.0,1,135.0,16.0,35.0,23.387,46.322306047400005,127.05599056603774,16.426320754716983,29.463859353772175,7.711020282191158,46.285714285714285,44.582,1,0.0007905627524693593,-0.05884451432564641,0.02664504716981142,67.969,41.3638,3.218199999999996,1
12-07-22-0233-07,2140,2022-12-07 07:20:13.865,2022-12-07 07:20:37.360,1235.08,1,0,7.0,1,135.0,16.0,35.0,23.495,45.7663640986,125.35317535545023,16.043732057416268,28.968031112517302,6.240510599562046,46.285714285714285,42.984,1,-0.01122052873395063,-0.0714579603299983,0.0027332535885167264,66.479,41.3638,1.6202000000000005,1
12-07-22-0234-07,2141,2022-12-07 07:21:45.526,2022-12-07 07:22:08.952,1267.71,1,0,7.0,1,135.0,16.0,35.0,23.426,47.1003114036,135.21023474178403,15.107981220657276,30.13929827345579,6.065420248597661,46.285714285714285,68.166,1,0.01759932044814816,0.001557294383585539,-0.05575117370892024,91.592,41.3638,26.802200000000003,1
12-07-22-0235-07,2142,2022-12-07 07:22:51.307,2022-12-07 07:23:14.664,1244.1,1,0,7.0,1,135.0,16.0,35.0,23.357,46.2448683812,131.90716981132076,15.281792452830187,29.751152393299318,6.133711029213504,46.285714285714285,42.355,1,-0.0008824732456790274,-0.02290985324947592,-0.044887971698113316,65.71199999999999,41.3638,0.9911999999999921,1
12-07-22-0236-07,2143,2022-12-07 07:24:13.194,2022-12-07 07:24:36.793,1271.97,1,0,7.0,1,135.0,16.0,35.0,23.599,45.8123689508,127.71135514018691,15.189859813084112,32.98109627196332,4.7330588903085316,46.285714285714285,58.53,1,-0.010226596741975236,-0.05398996192454142,-0.050633761682242984,82.129,41.3638,17.166200000000007,1
12-07-22-0237-07,2144,2022-12-07 07:25:15.305,2022-12-07 07:25:38.726,1268.03,1,0,7.0,1,135.0,16.0,35.0,23.421,45.881887112,128.02107981220658,15.275539906103287,31.889369720754853,4.679657634888253,46.285714285714285,38.512,1,-0.008724661160493752,-0.051695705094766065,-0.04527875586854457,61.933,41.3638,-2.8517999999999972,1
12-07-22-0238-07,2145,2022-12-07 07:26:37.277,2022-12-07 07:27:00.619,1250.16,1,0,7.0,1,135.0,16.0,35.0,23.342,45.135059459800004,123.08528301886793,17.109575471698115,32.2536682717041,9.543943977390377,46.285714285714285,58.551,1,-0.024859826485802317,-0.08825716282320051,0.06934846698113217,81.893,41.3638,17.187200000000004,1
12-07-22-0239-07,2146,2022-12-07 07:27:54.689,2022-12-07 07:28:18.109,1266.72,1,0,7.0,1,135.0,16.0,35.0,23.42,45.0611553464,123.07957943925233,16.17233644859813,32.244378952008105,6.867702539958371,46.285714285714285,54.07,1,-0.026456520293827168,-0.08829941156109389,0.010771028037383168,77.49000000000001,41.3638,12.70620000000001,1
12-07-22-0240-07,2147,2022-12-07 07:29:11.319,2022-12-07 07:29:34.792,1232.3,1,0,7.0,1,135.0,16.0,35.0,23.473,47.009789265100004,129.85146919431278,15.62090047393365,29.378058515104502,6.372786386514349,46.285714285714285,53.21,1,0.015643595233642005,-0.038137265227312755,-0.023693720379146854,76.68299999999999,41.3638,11.846199999999996,1
12-08-22-0141-10,2148,2022-12-08 07:38:19.358,2022-12-08 07:38:46.495,1865.9,1,0,7.0,1,165.0,18.0,30.0,27.137,75.66215314280001,155.13024590163934,18.85815573770492,35.55119612078189,7.994512333400764,74.25,86924.566,0,0.019018897546128066,-0.05981669150521607,0.04767531876138431,86951.70300000001,41.3638,86883.2022,1
12-08-22-0142-10,2149,2022-12-08 07:39:53.715,2022-12-08 07:40:20.853,1865.74,1,0,7.0,1,165.0,18.0,30.0,27.138,75.5949917429,155.16906122448978,18.34835390946502,34.54241058515056,5.577470746119367,74.25,67.22,1,0.01811436690774415,-0.059581447124304354,0.01935299497027887,94.358,41.3638,25.856200000000005,1
12-08-22-0143-10,2150,2022-12-08 07:41:09.558,2022-12-08 07:41:36.503,1818.03,1,0,7.0,1,165.0,18.0,30.0,26.945,74.992777293,154.88639344262293,18.65008230452675,33.82890650515144,6.804349422801424,74.25,48.705,1,0.01000373458585857,-0.06129458519622466,0.036115683584819536,75.65,41.3638,7.341200000000008,1
12-08-22-0144-10,2151,2022-12-08 07:42:26.892,2022-12-08 07:42:54.082,1708.85,1,0,7.0,1,165.0,18.0,30.0,27.19,71.5014432526,142.86836734693878,20.253591836734696,36.27684429150017,10.35525696841465,74.25,50.389,1,-0.03701759929158255,-0.13413110698824982,0.12519954648526088,77.57900000000001,41.3638,9.025200000000009,1
12-08-22-0145-10,2152,2022-12-08 07:43:52.194,2022-12-08 07:44:19.339,1289.51,1,0,7.0,1,165.0,18.0,30.0,27.145,56.9746027057,110.75404081632654,19.37818930041152,43.49854638138392,3.77519448532573,74.25,58.112,1,-0.23266528342491577,-0.32876338899196034,0.0765660722450845,85.257,41.3638,16.748200000000008,1
12-08-22-0146-10,2153,2022-12-08 07:53:09.346,2022-12-08 07:53:36.452,1975.74,1,0,7.0,1,165.0,18.0,30.0,27.106,72.0779086039,145.19826446280993,19.226611570247936,39.6321805029101,7.927779202066116,74.25,530.007,1,-0.029253756176431,-0.12001051840721255,0.06814508723599655,557.1129999999999,41.3638,488.6432,1
12-08-22-0147-10,2154,2022-12-08 07:54:40.219,2022-12-08 07:55:07.107,1801.97,1,0,7.0,1,165.0,18.0,30.0,26.888,73.7746761357,151.1354693877551,19.220244897959184,37.014501780982336,8.397210745267435,74.25,63.767,1,-0.0064016682060605845,-0.08402745825602964,0.06779138321995459,90.655,41.3638,22.403200000000002,1
12-08-22-0148-10,2155,2022-12-08 07:55:58.383,2022-12-08 07:56:25.370,1839.02,1,0,7.0,1,165.0,18.0,30.0,26.987,69.7975111437,140.65873469387756,19.4589387755102,30.2755318554463,8.817497675793835,74.25,51.276,1,-0.05996617988282815,-0.1475228200371057,0.0810521541950111,78.263,41.3638,9.91220000000001,1
12-08-22-0149-10,2156,2022-12-08 07:57:07.267,2022-12-08 07:57:34.300,1845.9,1,0,7.0,1,165.0,18.0,30.0,27.033,68.7277898825,137.26345679012346,19.46607438016529,35.646796321706454,7.467250148115275,74.25,41.897,1,-0.07437320023569016,-0.16810026187803961,0.08144857667584926,68.93,41.3638,0.5332000000000079,1
12-08-22-0150-10,2157,2022-12-08 07:58:30.342,2022-12-08 07:58:57.296,1840.0,1,0,7.0,1,165.0,18.0,30.0,26.954,69.323693528,139.5540573770492,18.99448559670782,30.38302733660047,6.730604399413415,74.25,56.042,1,-0.06634756191245783,-0.15421783407848977,0.05524919981710097,82.99600000000001,41.3638,14.678200000000011,1
12-08-22-0151-10,2158,2022-12-08 07:59:49.242,2022-12-08 08:00:16.344,1831.15,1,0,7.0,1,165.0,18.0,30.0,27.102,68.2734396811,134.10077235772357,19.66718367346939,35.55225039826061,7.45200686929771,74.25,51.946,1,-0.08049239486734006,-0.1872680463168268,0.09262131519274375,79.048,41.3638,10.582200000000004,1
12-08-22-0152-10,2159,2022-12-08 08:01:11.443,2022-12-08 08:01:38.546,1816.23,1,0,7.0,1,165.0,18.0,30.0,27.103,68.1488059773,137.96512295081968,18.10983606557377,31.48358044176964,4.251167060019152,74.25,55.099,1,-0.08217096326868689,-0.16384773969200195,0.006102003642987297,82.202,41.3638,13.735199999999999,1
12-08-22-0153-10,2160,2022-12-08 08:04:52.199,2022-12-08 08:05:19.256,1870.33,1,0,7.0,1,165.0,18.0,30.0,27.057,68.4412486054,138.51154471544714,18.57155737704918,31.099290366141528,4.161109087769236,74.25,193.653,1,-0.07823234201481477,-0.16053609263365365,0.03175318761384349,220.70999999999998,41.3638,152.2892,1
12-08-22-0154-10,2161,2022-12-08 08:06:09.438,2022-12-08 08:06:36.392,1820.66,1,0,7.0,1,165.0,18.0,30.0,26.954,68.2166105519,136.4813524590164,19.271069958847736,32.00637242708248,7.099263703473002,74.25,50.182,1,-0.0812577703447811,-0.17284028812717334,0.07061499771376312,77.136,41.3638,8.818199999999997,1
12-08-22-0156-10,2162,2022-12-08 08:21:29.349,2022-12-08 08:21:56.511,9.84,1,0,7.0,1,165.0,18.0,30.0,27.162,72.8279183477,148.07855371900828,18.668347107438017,35.20529833249072,7.192428227839773,74.25,892.957,1,-0.019152614845791116,-0.10255421988479829,0.03713039485766756,920.119,41.3638,851.5932,1
12-08-22-0241-07,2163,2022-12-08 08:23:49.969,2022-12-08 08:24:13.267,1260.66,1,0,7.0,1,135.0,15.0,35.0,23.298,42.705735268000005,133.79190476190476,14.93755980861244,33.90702518830093,8.941599639493615,43.392857142857146,113.458,1,-0.015834907404115195,-0.008948853615520336,-0.004162679425837368,136.756,41.3638,72.0942,1
12-08-22-0242-07,2164,2022-12-08 08:25:28.508,2022-12-08 08:25:51.931,1259.84,1,0,7.0,1,135.0,15.0,35.0,23.423,35.0934146514,131.6881990521327,14.877914691943127,33.64426351129316,8.97724846021861,43.392857142857146,75.241,1,-0.19126287223111105,-0.024531858873091172,-0.008139020537124897,98.664,41.3638,33.8772,1
12-08-22-0157-10,2165,2022-12-08 08:25:51.116,2022-12-08 08:26:18.323,2054.92,1,0,7.0,1,165.0,18.0,30.0,27.207,66.2338928541,150.34963414634146,18.01971544715447,33.6845941087876,4.456611085531108,74.25,-0.815,1,-0.10796103900202014,-0.08879009608277899,0.0010953026196929283,26.392,41.3638,-42.178799999999995,2
12-08-22-0243-07,2166,2022-12-08 08:26:42.871,2022-12-08 08:27:06.018,1270.0,1,0,7.0,1,135.0,15.0,35.0,23.147,42.4000064319,133.47866666666667,14.27252380952381,31.40429809569977,5.9198365595491635,43.392857142857146,24.548,1,-0.022880510211358063,-0.011269135802469132,-0.04849841269841271,47.69499999999999,41.3638,-16.815800000000003,1
12-08-22-0158-10,2167,2022-12-08 08:27:41.270,2022-12-08 08:28:08.238,1485.57,1,0,7.0,1,165.0,18.0,30.0,26.968,49.6028903008,149.84081632653061,18.611803278688523,36.33434215480833,6.17760711413527,74.25,35.252,1,-0.331947605376431,-0.09187384044526903,0.03398907103825133,62.22,41.3638,-6.111799999999999,1
12-08-22-0244-07,2168,2022-12-08 08:27:57.252,2022-12-08 08:28:20.598,1269.02,1,0,7.0,1,135.0,15.0,35.0,23.346,25.7077208482,132.2927358490566,13.825094339622641,33.96489246916206,4.308895515068594,43.392857142857146,-10.986,1,-0.40755869650238685,-0.020053808525506533,-0.07832704402515722,12.36,41.3638,-52.3498,2
12-08-22-0159-10,2169,2022-12-08 08:28:56.052,2022-12-08 08:29:22.850,1510.16,1,0,7.0,1,165.0,18.0,30.0,26.798,72.84798407790001,150.74958847736627,18.27392561983471,32.19058087935988,5.534223950386706,74.25,35.454,1,-0.01888236932121201,-0.08636613044020436,0.015218089990817196,62.251999999999995,41.3638,-5.909800000000001,1
12-08-22-0245-07,2170,2022-12-08 08:29:28.162,2022-12-08 08:29:51.598,1274.92,1,0,7.0,1,135.0,15.0,35.0,23.436,42.057495998,129.73600000000002,15.056142857142857,32.79330873515272,8.923628967566167,43.392857142857146,5.312,1,-0.030773754778600892,-0.03899259259259247,0.00374285714285727,28.748,41.3638,-36.0518,1
12-08-22-0160-10,2171,2022-12-08 08:30:28.150,2022-12-08 08:30:55.132,1496.23,1,0,7.0,1,165.0,18.0,30.0,26.982,60.924779423800004,155.22918032786885,18.73232365145228,37.67779073342425,7.174816925293634,74.25,36.552,1,-0.17946425018451173,-0.059217088922006944,0.04068464730290433,63.534,41.3638,-4.811799999999998,1
12-08-22-0246-07,2172,2022-12-08 08:30:40.190,2022-12-08 08:31:03.615,1257.87,1,0,7.0,1,135.0,15.0,35.0,23.425,15.1587895664,138.62671361502348,14.552877358490566,33.50942273137869,8.30563211663782,43.392857142857146,-14.942,1,-0.6506616396220577,0.0268645452964702,-0.029808176100628914,8.483,41.3638,-56.30579999999999,2
12-08-22-0247-07,2173,2022-12-08 08:32:14.205,2022-12-08 08:32:37.551,1274.1,1,0,7.0,1,135.0,15.0,35.0,23.346,43.5756366239,138.0808056872038,14.317464114832536,33.7168153867468,7.77935481430376,43.392857142857146,70.59,1,0.004212202032263468,0.022820782868176348,-0.0455023923444976,93.936,41.3638,29.22620000000001,1
12-08-22-0248-07,2174,2022-12-08 08:33:26.724,2022-12-08 08:33:50.340,1232.13,1,0,7.0,1,135.0,15.0,35.0,23.616,43.541804457000005,135.6850704225352,13.934507042253522,35.649705728226834,5.427332501452081,43.392857142857146,49.173,1,0.003432530696296343,0.005074595722482922,-0.07103286384976526,72.789,41.3638,7.809200000000004,1
12-08-22-0249-07,2175,2022-12-08 08:34:39.239,2022-12-08 08:35:02.484,1252.13,1,0,7.0,1,135.0,15.0,35.0,23.245,43.6660103207,138.5127962085308,15.545523809523809,32.86113781253566,10.923446796487742,43.392857142857146,48.899,1,0.0062948880490534265,0.02602071265578365,0.03636825396825394,72.144,41.3638,7.535200000000007,1
12-08-22-0250-07,2176,2022-12-08 08:35:58.072,2022-12-08 08:36:21.525,1272.46,1,0,7.0,1,135.0,15.0,35.0,23.453,43.7491301449,135.94084112149534,14.064647887323943,35.669062807182286,5.28842894002876,43.392857142857146,55.588,1,0.008210406631440348,0.006969193492557979,-0.06235680751173711,79.041,41.3638,14.2242,1
12-08-22-0251-07,2177,2022-12-08 08:37:36.469,2022-12-08 08:37:59.759,1249.67,1,0,7.0,1,135.0,15.0,35.0,23.29,42.7064192474,133.63952830188677,14.611095238095238,33.0255913805093,7.622189794515322,43.392857142857146,74.944,1,-0.015819144915884875,-0.010077568134172044,-0.02592698412698413,98.23400000000001,41.3638,33.58020000000001,1
